trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
554,False,"{'a': 0.2, 'e': 0.003818544068783942}",20,5,23.828423102974195,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.2, 'e': 0.0037803586280961026}",20,16,6.5876522049610395,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.2, 'e': 0.0037425550418151415}",20,15,7.5065862767917055,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.2, 'e': 0.00370512949139699}",20,5,24.059346473963306,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.2, 'e': 0.0036680781964830204}",20,6,24.353707766430816,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.2, 'e': 0.00363139741451819}",20,11,14.04790906046907,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.2, 'e': 0.003595083440373008}",30,0,51.10107866840216,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
561,False,"{'a': 0.2, 'e': 0.003559132605969278}",20,10,19.20354721812297,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.2, 'e': 0.003523541279909585}",25,15,17.71568795089921,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.2, 'e': 0.003488305867110489}",25,19,13.599159181899994,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.2, 'e': 0.0034534228084393843}",25,11,22.27575744191044,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.2, 'e': 0.0034188885803549903}",30,13,29.288672837689017,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.2, 'e': 0.0033846996945514404}",20,9,-20.57217414433109,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
567,False,"{'a': 0.2, 'e': 0.003350852697605926}",25,20,10.787846577048871,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.2, 'e': 0.0033173441706298664}",25,15,18.927551534488554,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.2, 'e': 0.0032841707289235677}",30,18,19.325422040151523,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.2, 'e': 0.0032513290216343318}",30,18,21.776829960754103,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.2, 'e': 0.0032188157314179885}",25,11,23.937566489186075,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.2, 'e': 0.003186627574103809}",25,19,9.18174515209717,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.2, 'e': 0.0031547612983627705}",30,18,23.455654770468342,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.2, 'e': 0.003123213685379143}",20,13,11.95924129118057,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.2, 'e': 0.0030919815485253516}",25,11,22.57578280115242,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.2, 'e': 0.003061061733040098}",20,11,16.209122411915594,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.2, 'e': 0.003030451115709697}",35,11,42.639539030077884,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.2, 'e': 0.0030001466045526}",30,17,22.682038202310576,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.2, 'e': 0.002970145138507074}",25,19,9.586212652687216,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,6,22.002372095640492,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,12,10.437932327679661,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,5,47.05462044447294,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,4,40.0578097669451,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,12,14.900683446307248,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,10,20.093736181307893,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,8,21.29566052329222,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,10,21.256037614885955,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,15,9.738942328964267,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,10,16.203793004355806,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,0,30.027214138758453,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",30,21,17.78229554020784,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,16,16.652230845721256,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,12,9.974835024918876,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",30,22,13.098051820453549,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,10,17.202477062353466,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,14,12.428346312342757,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,10,20.80918095715279,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,15,10.543737088555515,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",30,20,17.960384384980873,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",20,9,21.977876667499704,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",20,16,8.046847371617643,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",25,6,30.74900371213823,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",20,11,19.512187559898322,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",20,15,8.20886305287271,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",20,0,33.28565909817604,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
27,True,"{'a': 0, 'e': 0}",20,13,11.188327661313467,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",25,11,24.931511592113658,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",25,8,29.151934285943174,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",20,11,17.57549368863148,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",25,8,27.251823202580628,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",20,1,26.149268855290416,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",25,18,15.183900844872667,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",20,10,17.45238339621299,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",25,0,32.03854756061248,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
36,True,"{'a': 0, 'e': 0}",25,19,7.39094257776894,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",25,19,10.6373904320103,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",30,18,22.192098313952865,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",20,11,17.012811330477593,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",25,15,20.94728851838574,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",30,18,18.9220932216878,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",25,19,11.078044257860144,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",20,0,32.96684273017209,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
44,True,"{'a': 0, 'e': 0}",25,17,15.720374430877992,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",30,15,22.368502600214043,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",30,5,41.27992956030807,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",20,16,6.79995834214249,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",20,7,18.964208671949677,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",25,6,28.934345033626194,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",20,13,14.141809053904842,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
